39907.xml	-85.3621142608824
85997.xml	-86.36040479349738
79565.xml	-86.62042578865736
80280.xml	-88.11572974076012
80283.xml	-88.36825963088036
53361.xml	-88.72623715232179
19409.xml	-89.84128269856636
64482.xml	-90.02947146379314
78580.xml	-91.38146263726689
78574.xml	-91.4130514053356
78572.xml	-91.57386638233648
83267.xml	-91.63832168018574
75429.xml	-92.1615588672267
75431.xml	-92.1856820093915
50614.xml	-92.53828417209586
64772.xml	-92.85935345774253
67327.xml	-92.86962947839264
85535.xml	-92.88642948946479
19408.xml	-92.95787479386307
76408.xml	-92.98525616525724
6318.xml	-93.19494102483573
23349.xml	-93.3182865894312
83868.xml	-93.61749655319387
19417.xml	-93.72160506444125
82908.xml	-93.8134813568361
19411.xml	-94.62017035526152
19420.xml	-94.62017035526152
19885.xml	-94.62017035526152
23361.xml	-94.62017035526152
26648.xml	-94.62017035526152
3148.xml	-94.62017035526152
53269.xml	-94.62017035526152
54538.xml	-94.62017035526152
75433.xml	-94.62017035526152
75435.xml	-94.62017035526152
76403.xml	-94.62017035526152
76411.xml	-94.62017035526152
78577.xml	-94.62017035526152
78582.xml	-94.62017035526152
79548.xml	-94.62017035526152
79552.xml	-94.62017035526152
80282.xml	-94.62017035526152
80285.xml	-94.62017035526152
80290.xml	-94.62017035526152
81462.xml	-94.62017035526152
81465.xml	-94.62017035526152
82162.xml	-94.62017035526152
82188.xml	-94.62017035526152
82191.xml	-94.62017035526152
83810.xml	-94.62017035526152
85411.xml	-94.62017035526152
