50614.xml	-97.07698201583443
39907.xml	-102.44974732332679
80283.xml	-106.28607188884942
78580.xml	-106.75645108403126
19885.xml	-107.02038735200577
64482.xml	-107.14171571187222
79565.xml	-107.80504643507076
78572.xml	-108.26697422500115
82908.xml	-108.38729399123889
3148.xml	-108.51104186498961
80285.xml	-108.8342506623062
53361.xml	-108.87907894039671
78574.xml	-109.29414061069701
85411.xml	-109.52400406991151
19409.xml	-109.54030145417954
76403.xml	-109.60160404296141
76408.xml	-109.76983463138527
83810.xml	-110.26249353686512
82162.xml	-110.29356377641551
83868.xml	-110.33972874663561
80290.xml	-110.49936183934855
75433.xml	-110.50124497706258
75435.xml	-110.51563889699366
75431.xml	-110.56973315749659
83267.xml	-110.57424636210297
75429.xml	-110.66788612219304
79548.xml	-110.76000219015879
81462.xml	-110.77581525593826
19411.xml	-110.80213078970263
76411.xml	-111.16318708295341
82191.xml	-111.22206028084182
6318.xml	-111.26553989700326
80280.xml	-111.45506964893787
85997.xml	-111.46336411582402
19408.xml	-111.51416480838017
82188.xml	-111.52658420570307
54538.xml	-111.72435462074114
81465.xml	-112.29854913649896
19417.xml	-112.72996699934632
19420.xml	-112.72996699934632
23349.xml	-112.72996699934632
23361.xml	-112.72996699934632
26648.xml	-112.72996699934632
53269.xml	-112.72996699934632
64772.xml	-112.72996699934632
67327.xml	-112.72996699934632
78577.xml	-112.72996699934632
78582.xml	-112.72996699934632
79552.xml	-112.72996699934632
80282.xml	-112.72996699934632
85535.xml	-112.72996699934632
