39907.xml	-124.09033214376365
78580.xml	-135.13073103763728
78572.xml	-135.25857122685147
79565.xml	-135.6112824756244
82908.xml	-137.43851743496396
85411.xml	-137.73896723588362
83267.xml	-139.00834856717944
75429.xml	-139.4689271827085
23349.xml	-140.23751853105466
19417.xml	-140.48868914455022
53361.xml	-140.926699803122
78574.xml	-141.18519034646155
75431.xml	-141.95589358393931
82191.xml	-142.41524708911916
19420.xml	-142.57743713292763
19885.xml	-142.6515856722098
53269.xml	-142.87891029413404
75435.xml	-143.02829119318696
80283.xml	-143.13454381787375
19408.xml	-143.14902126228063
75433.xml	-143.16497294016878
80285.xml	-143.28137919397133
3148.xml	-143.29845298882253
80280.xml	-143.4532663868609
50614.xml	-143.53851365056755
81465.xml	-143.83652781610695
64772.xml	-144.87140579196887
67327.xml	-144.88168181261898
85535.xml	-144.89848182369113
76408.xml	-144.9973084994836
6318.xml	-145.20699335906207
83868.xml	-145.6295488874202
19409.xml	-146.63222268948786
19411.xml	-146.63222268948786
23361.xml	-146.63222268948786
26648.xml	-146.63222268948786
54538.xml	-146.63222268948786
64482.xml	-146.63222268948786
76403.xml	-146.63222268948786
76411.xml	-146.63222268948786
78577.xml	-146.63222268948786
78582.xml	-146.63222268948786
79548.xml	-146.63222268948786
79552.xml	-146.63222268948786
80282.xml	-146.63222268948786
80290.xml	-146.63222268948786
81462.xml	-146.63222268948786
82162.xml	-146.63222268948786
82188.xml	-146.63222268948786
83810.xml	-146.63222268948786
85997.xml	-146.63222268948786
