39907 1.6813930203341552
81465 1.1240232282053602
81462 1.1121542655689811
82188 0.9811427860105625
19420 0.9245808687421163
19411 0.9052812753620647
82162 0.8868964395472706
19409 0.8754342127451862
83810 0.8503004829314004
83868 0.8372821231850283
75435 0.6664639244490559
75433 0.64117432457424
75429 0.6321402016541977
75431 0.6242543823343205
19408 0
19417 0
19885 0
23349 0
23361 0
26648 0
3148 0
50614 0
53269 0
53361 0
54538 0
6318 0
64482 0
64772 0
67327 0
76403 0
76408 0
76411 0
78572 0
78574 0
78577 0
78580 0
78582 0
79548 0
79552 0
79565 0
80280 0
80282 0
80283 0
80285 0
80290 0
82191 0
82908 0
83267 0
85411 0
85535 0
85997 0
