19417 -24.181502868711704
23349 -24.403800818144553
53361 -24.693410796440144
19420 -24.975667427830487
23361 -25.091448430168395
19409 -25.382162955204365
19411 -25.797566507589643
19408 -27.124023543617586
26648 -28.13817053909935
78582 -28.15449309467217
76411 -28.158537609898723
79552 -28.158537609898723
80290 -28.1943055504862
78577 -28.25891571708776
76403 -28.280851686114445
54538 -28.298803313940383
76408 -28.387644325568893
80282 -28.403914932220317
82188 -28.48765916758022
82191 -28.50538196197987
85997 -28.520743558894154
6318 -28.586916638654422
85411 -28.652188833162207
53269 -28.69418204222901
39907 -28.699002815944837
64482 -28.768487064114503
19885 -28.78397576073459
82162 -28.863715321443223
80285 -28.893317896529226
79548 -28.938672860952636
64772 -28.94307882379161
67327 -28.959040569903856
3148 -28.965840753147667
85535 -28.973293131244276
83810 -28.992156053264345
83868 -29.035870924395155
75429 -29.044555155483017
75431 -29.072147444017062
81465 -29.138617828730943
50614 -29.152853028945565
81462 -29.176456215278208
80280 -29.307491669853597
82908 -29.324380050140533
75435 -29.367470796302115
80283 -29.424412457154496
83267 -29.425368170976917
75433 -29.443259889228656
78580 -29.517558200240465
78572 -29.53379419592897
79565 -29.542537937295343
78574 -29.558876867094853
