23349 -4.868203690069043
19417 -4.930484392025205
79565 -4.9352861205883505
78580 -5.253106455288789
80283 -5.356752117562101
3148 -5.617801640332327
83267 -5.634253223593194
78574 -5.679784675979043
78572 -5.719369773206332
75433 -5.7359332902903075
50614 -5.911306226309044
53361 -5.919630969840966
75435 -5.955175382401509
82908 -6.009564426477227
19408 -6.070165484588875
80280 -6.155743965273166
39907 -6.222177245889313
75431 -6.400125997475341
75429 -6.498597950109511
80285 -6.564873112472919
81462 -6.616581111660575
81465 -6.66058824823995
83868 -6.772362221003875
6318 -6.778721531599427
83810 -6.816754176729917
79548 -6.868704329516197
85535 -6.915586195530825
67327 -6.929765359830014
82162 -6.93743514306299
64772 -6.94542974827364
19885 -7.0057396952974615
64482 -7.018469083972486
53269 -7.077254596376499
85411 -7.108886727643361
19409 -7.152135950774996
82191 -7.211267901239239
82188 -7.222825913407272
19411 -7.246053444273162
80282 -7.275298789032745
76408 -7.2850997680973935
19420 -7.304781161070401
54538 -7.336493542131577
76403 -7.346460205589445
78577 -7.358456005078829
80290 -7.392657835080991
85997 -7.394764584104748
76411 -7.410893719017888
79552 -7.410893719017888
78582 -7.41292548338259
26648 -7.421063693607989
23361 -7.990043519152709
