78577 1.0207511661598052
80290 0.803066448821717
80280 0.5770297143050157
82908 0.5725032872153917
83267 0.5445930050648343
78580 0.5178038637869173
78572 0.5129514298118277
79565 0.5103211581115653
78574 0.5053739088334017
19408 0
19409 0
19411 0
19417 0
19420 0
19885 0
23349 0
23361 0
26648 0
3148 0
39907 0
50614 0
53269 0
53361 0
54538 0
6318 0
64482 0
64772 0
67327 0
75429 0
75431 0
75433 0
75435 0
76403 0
76408 0
76411 0
78582 0
79548 0
79552 0
80282 0
80283 0
80285 0
81462 0
81465 0
82162 0
82188 0
82191 0
83810 0
83868 0
85411 0
85535 0
85997 0
