83868 1.6745642463700565
81465 1.1240232282053602
81462 1.1121542655689811
78580 0.987764920128813
82188 0.9811427860105625
79565 0.9772422439684565
23361 0.9015168232684242
82162 0.8868964395472706
83810 0.8503004829314004
82908 0.7435795139456945
83267 0.7073290425526968
19408 0
19409 0
19411 0
19417 0
19420 0
19885 0
23349 0
26648 0
3148 0
39907 0
50614 0
53269 0
53361 0
54538 0
6318 0
64482 0
64772 0
67327 0
75429 0
75431 0
75433 0
75435 0
76403 0
76408 0
76411 0
78572 0
78574 0
78577 0
78582 0
79548 0
79552 0
80280 0
80282 0
80283 0
80285 0
80290 0
82191 0
85411 0
85535 0
85997 0
