82244.xml 13.100241557209614
17654.xml 7.644445864903105
14501.xml 7.435164514818008
16169.xml 7.40636290741404
8169.xml 7.36502099290115
29892.xml 7.127897040578018
33155.xml 6.849956762198617
33147.xml 6.673558472135973
17648.xml 5.702005606274067
29910.xml 5.674263106784314
17361.xml 5.416046476315729
17647.xml 5.370500638287441
52836.xml 5.267405507664837
50193.xml 5.127311396938783
48364.xml 4.975090698455569
29984.xml 4.921229692590707
29895.xml 4.7250064825796105
17278.xml 4.488448351434663
17651.xml 4.409488014666058
17689.xml 4.364811301738585
17317.xml 4.247337187690693
29271.xml 3.9847437781778483
11106.xml 3.9379750272984975
17318.xml 3.8743903501078956
29196.xml 3.796586778120287
28622.xml 3.787528662189147
18001.xml 3.6877335786336065
17653.xml 3.5252283385158383
29248.xml 3.485817269869969
17652.xml 3.4758997902504283
54291.xml 3.4646493838708974
15641.xml 3.418706544080778
29958.xml 3.362380538900127
29200.xml 3.356750714843312
79732.xml 3.331593109871412
17687.xml 3.328700773738507
21077.xml 3.200283821266807
19026.xml 3.1318508636939915
19028.xml 3.123116459839933
18525.xml 3.0894479060209927
11606.xml 3.025632617980986
14512.xml 2.946514855867591
14503.xml 2.899799140019269
14505.xml 2.8991020374845746
86381.xml 2.861086170376352
17305.xml 2.856118703346437
14502.xml 2.853734076965454
17688.xml 2.7911907371887
29684.xml 2.7699793499643324
12097.xml 2.7654521987184344
15211.xml 2.7654521987184344
14504.xml 2.762832916242645
32472.xml 2.7600661007826446
45707.xml 2.745994523227763
14507.xml 2.7435598804710684
28025.xml 2.724891830008943
14506.xml 2.704437836701271
4300.xml 2.6753329805053125
68048.xml 2.6333360110698076
29916.xml 2.6327918241776653
18536.xml 2.614776920840149
45721.xml 2.5752517147432874
44236.xml 2.521660406095267
35545.xml 2.4866526096991146
7773.xml 2.469674041460883
86184.xml 2.456889752714007
35017.xml 2.4174772183015025
17371.xml 2.3338777772577033
26068.xml 2.333538379809623
22862.xml 2.1901540518568634
27970.xml 2.070467151753018
21738.xml 1.888757726410761
22691.xml 1.6936444182955923
3781.xml 1.6065056633204842
7057.xml 1.576521087308488
45735.xml 1.5675971152412531
14673.xml 1.5457564505028936
6237.xml 1.540337520069607
41447.xml 1.5301442038511066
51917.xml 1.5109558841081592
6299.xml 1.4740146640184535
36575.xml 1.4487875896226923
26072.xml 1.4422771295521404
32232.xml 1.4383486147617115
41461.xml 1.4025190160719059
67785.xml 1.3946317434417277
40278.xml 1.3157047568461453
76651.xml 1.2640873052553259
12850.xml 1.2129025214207205
33759.xml 1.123798010422739
69370.xml 0.9020818633168595
60586.xml 0.8748107495683737
8796.xml 0.8239831363663757
43860.xml 0.6925744413789543
27378.xml 0.20898905354360878
