19285.xml	7.318618585825384e-45
74036.xml	2.2532650742623776e-45
25328.xml	8.384882830819308e-46
20350.xml	3.574615935105315e-46
61262.xml	3.3841906918825238e-46
9981.xml	1.5747341755066807e-46
21511.xml	4.3499918654274674e-47
68716.xml	2.089527133268999e-47
75278.xml	1.8800516185697693e-47
7225.xml	1.0984641097263024e-47
30653.xml	9.80056109930782e-48
2415.xml	9.026285795038868e-48
2345.xml	7.610321369671137e-48
2346.xml	6.570211880387478e-48
65604.xml	4.646816757864874e-48
53830.xml	4.377288981758065e-48
4528.xml	3.4089939329769936e-48
65633.xml	2.875644878306876e-48
4546.xml	2.472443014896507e-48
46194.xml	2.1402670307337185e-48
14377.xml	2.0951013412517336e-48
68718.xml	5.863678960281391e-49
78447.xml	4.1787176788429174e-49
2725.xml	3.595186170444848e-49
74846.xml	3.0921252661012606e-49
79988.xml	2.042844440093453e-49
69236.xml	1.7756505730493324e-49
79951.xml	1.2500231315697693e-49
13147.xml	1.0103556424727221e-49
78418.xml	4.048062113835757e-50
12109.xml	6.512627281982921e-51
57243.xml	3.865063712215484e-51
11302.xml	3.204602181370216e-51
