26681.xml	6.015626354029336e-36
37440.xml	5.2416509893465974e-36
78018.xml	1.6104969110994048e-37
55119.xml	5.1778382997161444e-39
29079.xml	2.5335870461726503e-39
20315.xml	2.3781597274341275e-39
36083.xml	1.8986618592727678e-39
50367.xml	1.8986618592727678e-39
65061.xml	1.8986618592727678e-39
7964.xml	1.8986618592727678e-39
22431.xml	1.4183727182697567e-39
79476.xml	1.1358283307972764e-39
68520.xml	1.103037639072085e-39
47025.xml	6.414337181680819e-40
13485.xml	6.234472145159627e-40
30089.xml	5.175944284811696e-40
68284.xml	4.0620000834792164e-40
10515.xml	1.424278384539489e-40
70379.xml	9.2623566879175e-41
85953.xml	5.637074725701848e-41
48085.xml	4.754630717497343e-41
2454.xml	3.749933892484736e-41
9382.xml	3.467417265501922e-41
42824.xml	3.1547608668200127e-41
5075.xml	2.4764855502841925e-41
42609.xml	2.1839890498729955e-41
23326.xml	1.6703722109120642e-41
42697.xml	1.5942511909754228e-41
47699.xml	1.4816927619010186e-41
75032.xml	8.613621133665617e-42
46991.xml	8.297686745191575e-42
78194.xml	7.954409686345101e-42
54794.xml	7.913502575880202e-42
73790.xml	7.26128817033559e-42
29677.xml	6.698392417061207e-42
47027.xml	6.019003456931443e-42
66425.xml	4.1162549310512335e-42
12874.xml	3.6638549591439613e-42
12875.xml	3.6638549591439613e-42
48360.xml	3.344136305693135e-42
12873.xml	3.305731666838863e-42
12881.xml	3.0824413958317525e-42
46933.xml	2.750610289828944e-42
85067.xml	2.6501947184963592e-42
47085.xml	2.525230466536671e-42
38305.xml	8.709417383612212e-43
15623.xml	6.581609820677286e-43
15628.xml	6.124086735992467e-43
67235.xml	4.4782096617419986e-43
76835.xml	2.4186548680524102e-43
23436.xml	1.255033724668097e-43
