44400.xml	3.443373086661843e-79
42862.xml	2.0192045982081335e-80
42990.xml	2.0192045982081335e-80
25063.xml	5.366697331927334e-82
22321.xml	4.932130464458224e-83
43139.xml	1.2931944312569158e-83
13069.xml	6.912791995738393e-84
33779.xml	6.566901731412005e-84
58343.xml	4.945792311499775e-84
35214.xml	2.771360076566157e-84
36005.xml	1.8470463298897867e-84
29728.xml	1.1613188470861942e-84
57378.xml	9.988864153841013e-85
42848.xml	3.6201269804144416e-85
82249.xml	1.9517023459012703e-85
35886.xml	1.8394589844841574e-85
12877.xml	1.1107736488498236e-85
13065.xml	8.785116696504867e-86
11825.xml	8.00675574798046e-86
18151.xml	3.875374635166838e-86
18393.xml	2.34926065277038e-86
77763.xml	2.2788918642505705e-86
45396.xml	1.9326135688406133e-86
38134.xml	1.1712609984263755e-86
44009.xml	1.1542485000592082e-86
58983.xml	1.0213668757666585e-86
80790.xml	6.368462148863711e-87
9557.xml	6.151574929763492e-87
45138.xml	3.6799211778583894e-87
2789.xml	3.194429539922984e-87
40745.xml	3.059940075182588e-87
56423.xml	2.744894327060796e-87
13885.xml	2.7367894873408696e-87
6857.xml	2.6482389556977993e-87
55052.xml	2.07434691539482e-87
20461.xml	2.0109891893273875e-87
38058.xml	7.199090483341739e-88
55086.xml	5.602307119727053e-88
16767.xml	2.3500091732766702e-88
66336.xml	1.7704850808579467e-88
13939.xml	1.5810048079932514e-88
16139.xml	1.4591316543007475e-88
70874.xml	9.729055456024146e-89
69819.xml	8.56563142362319e-89
35785.xml	7.87531650707831e-89
16137.xml	2.3123331161045718e-89
22244.xml	1.0669782913604618e-89
17115.xml	7.612707418101669e-90
11288.xml	7.334580256531582e-90
47161.xml	5.396606738371462e-90
46402.xml	2.6988616084880335e-90
46978.xml	2.6988616084880335e-90
72912.xml	1.7475571294126447e-90
74567.xml	1.6105219727148985e-90
28761.xml	5.813244983806586e-91
45414.xml	5.813244983806586e-91
67528.xml	5.813244983806586e-91
77680.xml	5.813244983806586e-91
8751.xml	5.813244983806586e-91
