16953.xml	3.1736950783293774e-61
26073.xml	6.509533518801816e-62
65289.xml	5.166160112544804e-62
64476.xml	3.1951673367260396e-62
67717.xml	9.681755178431546e-63
4933.xml	3.893460943020965e-63
23398.xml	3.726148218860836e-63
61540.xml	2.595139086016534e-63
15776.xml	1.1596506505919571e-64
34684.xml	8.523102121673254e-65
68812.xml	7.0729592797072285e-65
24340.xml	5.208456388895321e-65
73598.xml	5.002705190107993e-65
58676.xml	3.753446321626581e-65
78626.xml	3.5509062862592504e-65
16575.xml	1.1710642851791066e-65
46566.xml	8.638644379370761e-66
59340.xml	2.2338952192278822e-66
58582.xml	2.160782922871248e-66
25832.xml	1.7363515166082857e-66
58428.xml	1.5214309109190552e-66
82229.xml	1.230306478526247e-66
67144.xml	1.1571995354009632e-66
51841.xml	9.47017439197527e-67
11402.xml	9.047704855159589e-67
51139.xml	7.736387842195275e-67
56735.xml	6.24522575113078e-67
58651.xml	5.537756985088131e-67
61554.xml	1.7272926307989235e-67
29314.xml	1.5396569710055883e-67
75624.xml	1.4284394848504706e-67
62293.xml	1.0716581442020597e-67
55187.xml	6.864583365138004e-68
56519.xml	6.575710111458017e-68
58504.xml	3.2816543496328876e-68
51780.xml	3.152192571166321e-68
29729.xml	1.7205753469769967e-68
17498.xml	1.6448155379225382e-68
31530.xml	1.3345817021520631e-68
49766.xml	4.856705466702814e-69
