16841.xml	0.3304471676942
64336.xml	0.3167798875110389
46632.xml	0.2962621934857965
44597.xml	0.2934135185484331
59301.xml	0.28964108785509923
3648.xml	0.2800199869262906
61644.xml	0.27751022616823606
7914.xml	0.27558801858451
8085.xml	0.2679300866656523
6409.xml	0.2606602338439716
76556.xml	0.25977435065545995
49023.xml	0.24829478043712924
51441.xml	0.2453046280626572
32528.xml	0.2391928818247489
61487.xml	0.23725710162487973
2800.xml	0.23406128569202436
70606.xml	0.23403837217303117
67135.xml	0.2332848779471536
70619.xml	0.22982084431930624
32963.xml	0.22735069582400252
75558.xml	0.22494458555853905
53364.xml	0.22172256665579834
31281.xml	0.2164538018380313
49731.xml	0.20872642566744465
6386.xml	0.20807257600851897
35782.xml	0.20766087884083004
73731.xml	0.20464355834638792
76481.xml	0.20274583768429974
41521.xml	0.20197447289792705
47424.xml	0.20107964638346854
53259.xml	0.20089469785816932
50516.xml	0.19914644324862482
56686.xml	0.19390926670001207
55891.xml	0.18952966295118165
19526.xml	0.17986186997515083
6399.xml	0.17655933210985
67169.xml	0.1751185107463998
70854.xml	0.1737855106193077
86068.xml	0.16909933598370047
16723.xml	0.16502078853569954
68829.xml	0.16035470571408567
55974.xml	0.15902284442207465
41355.xml	0.1580137049339434
25029.xml	0.1515497511026267
