60118.xml	2.4177061815461403e-60
59502.xml	9.806939942837072e-61
36601.xml	2.908510637241835e-62
39433.xml	2.637100719758208e-62
58957.xml	5.867394605783284e-63
62536.xml	6.729533860377627e-64
41975.xml	3.220097049730199e-64
77349.xml	9.305626012135511e-65
26568.xml	7.80902769407699e-66
16170.xml	2.0543029590468034e-66
63056.xml	1.426579351953957e-66
49907.xml	4.258952089969542e-67
73034.xml	4.068915631572684e-67
31515.xml	2.5541499005849997e-67
31504.xml	9.060446494630207e-68
80756.xml	4.313951922180528e-68
41857.xml	3.169056303832685e-68
28440.xml	2.5661422289692224e-68
28455.xml	2.1473827110089917e-68
13484.xml	2.800787630353418e-69
40119.xml	2.0609893752294798e-69
62835.xml	1.3692500407433203e-69
62836.xml	1.3351558038341773e-69
77102.xml	1.3351558038341773e-69
77104.xml	9.40198341557919e-70
7937.xml	9.654861872152233e-72
6635.xml	9.573686033612016e-72
31141.xml	9.500843400433326e-72
27966.xml	8.669463269960753e-72
22961.xml	7.102840275574951e-72
14855.xml	3.09497654147125e-72
