17004.xml 19.843873159319607
14772.xml 18.95374983686927
13294.xml 17.836478908405834
15074.xml 17.836478908405834
15410.xml 17.01739205045164
11445.xml 16.942961748491047
7289.xml 14.9586901586167
75621.xml 14.105911785079677
79669.xml 14.105911785079677
49980.xml 14.098811529371831
13309.xml 13.538969041250633
7320.xml 13.02073025296072
58913.xml 12.809917786807041
47899.xml 12.478251870702259
44187.xml 12.454141370784244
45221.xml 11.950726146014542
16992.xml 11.563255006670644
14556.xml 11.448973199277626
62800.xml 10.755579920372556
79604.xml 10.261243826957912
15415.xml 10.193469430331389
3885.xml 9.950991043532122
6604.xml 9.78631092487458
50029.xml 8.92491665294707
14439.xml 8.872477053599544
43938.xml 8.381564370154347
3868.xml 7.880415660299618
29645.xml 7.81759248926417
46229.xml 7.777537934354439
34792.xml 7.640997535961079
39215.xml 7.464449083650326
75327.xml 7.401795363536236
9820.xml 7.37814124874794
9819.xml 7.354244506509005
29520.xml 6.938293924925666
7730.xml 6.903326794144864
17857.xml 6.539071393549654
34744.xml 6.487094187883637
38684.xml 6.057565330332263
75560.xml 6.01170937719508
81408.xml 5.988608568807947
37711.xml 5.978397205819336
13221.xml 5.616770660629111
9384.xml 5.596418899153905
71726.xml 5.420116692399067
42245.xml 5.374705096838353
46302.xml 5.139290389555272
75389.xml 5.087154935360257
14486.xml 4.981038016775415
15288.xml 4.829816440362192
10675.xml 4.7817549858014115
17782.xml 4.7741876710673585
17787.xml 4.155882914480453
59764.xml 4.078541442322816
16632.xml 3.758597888408916
77066.xml 3.446670349238823
54296.xml 2.8781966033414927
45050.xml 2.742299471104996
14655.xml 2.702794585973011
65688.xml 2.3091766813951664
77009.xml 2.2898952699786737
71564.xml 2.2234765350451853
23121.xml 2.0279241479161945
33391.xml 1.992615139149348
25392.xml 1.9366819433205547
13518.xml 1.7024448908379357
5140.xml 1.3226749312295911
5108.xml 1.1497419186748208
9993.xml 1.1213835644212835
28141.xml 0.26711380458633815
29535.xml 0.2662177158586523
20412.xml 0.2649492513702824
20858.xml 0.2644552806726319
18345.xml 0.2613792258489908
80049.xml 0.26026554956199666
82630.xml 0.258765556875372
73898.xml 0.2585299317133521
57102.xml 0.24847616200451456
31141.xml 0.0
68028.xml 0.0
73326.xml 0.0
