80280 1.01247080573302
80283 0.799810443335252
83267 0.7994125677989181
19420 0
23361 0
26648 0
53269 0
53361 0
64482 0
64772 0
67327 0
76403 0
76408 0
76411 0
78577 0
78582 0
79552 0
79565 0
80282 0
82188 0
82191 0
85535 0
78574 -0.14489920000039874
78580 -0.14846307715615262
75431 -0.15060005380321984
75429 -0.15250249109074848
75435 -0.16078301686023214
85997 -0.1733955212355969
81462 -0.17513702041498633
50614 -0.176814197613205
81465 -0.17781586278281727
83868 -0.18483131706699565
83810 -0.18770514001310218
80285 -0.19396892766901125
82162 -0.1957837537483475
39907 -0.205392284314232
6318 -0.21148125115896899
78572 -0.2165462963317295
75433 -0.2246842970021014
54538 -0.22561848476858384
80290 -0.2302526583733622
23349 -0.23224865837401149
82908 -0.23450436404843122
19417 -0.23851378699816314
79548 -0.2608096677515615
19885 -0.2694287964011611
85411 -0.27606388262137715
19408 -0.28110887545983687
3148 -0.295487416977998
19411 -0.31739938770245435
19409 -0.3452818113490532
