39907.xml 4.23107953264817
50614.xml 1.3769635626915844
83267.xml 0.9840629770779609
78582.xml 0.8747260054481262
79552.xml 0.8731372999725198
19411.xml 0.8004473868718697
53269.xml 0.773404828384407
82908.xml 0.6917830266071147
75435.xml 0.6753225200348618
79548.xml 0.6562207452777626
75433.xml 0.6459786061781635
75429.xml 0.6341690102827113
75431.xml 0.6277928276713352
79565.xml 0.4642192713919316
78580.xml 0.4628783599070199
19408.xml 0
19409.xml 0
19417.xml 0
19420.xml 0
19885.xml 0
23349.xml 0
23361.xml 0
26648.xml 0
3148.xml 0
53361.xml 0
54538.xml 0
6318.xml 0
64482.xml 0
64772.xml 0
67327.xml 0
76403.xml 0
76408.xml 0
76411.xml 0
78572.xml 0
78574.xml 0
78577.xml 0
80280.xml 0
80282.xml 0
80283.xml 0
80285.xml 0
80290.xml 0
81462.xml 0
81465.xml 0
82162.xml 0
82188.xml 0
82191.xml 0
83810.xml 0
83868.xml 0
85411.xml 0
85535.xml 0
85997.xml 0
