19417.xml 0
23349.xml 0
50614.xml 0
53269.xml 0
54538.xml 0
64772.xml 0
67327.xml 0
76403.xml 0
76408.xml 0
76411.xml 0
78577.xml 0
78582.xml 0
79548.xml 0
79552.xml 0
79565.xml 0
80280.xml 0
80282.xml 0
80285.xml 0
80290.xml 0
81462.xml 0
81465.xml 0
82162.xml 0
82188.xml 0
82908.xml 0
85535.xml 0
78574.xml -0.011748558933813394
78580.xml -0.011884303213091372
78572.xml -0.012011520568927092
75431.xml -0.012410056662999247
75433.xml -0.012769548730736992
83267.xml -0.013039349661374794
75435.xml -0.013349612117294893
19408.xml -0.014648782123864388
83868.xml -0.015996729832907237
83810.xml -0.016378822189265122
3148.xml -0.01710516541657084
80283.xml -0.019041415376314118
19409.xml -0.01951171424898979
85411.xml -0.019573598203511
6318.xml -0.019921101288441406
75429.xml -0.022356750697972164
64482.xml -0.024455253460280525
19885.xml -0.02487416426155503
23361.xml -0.025255892642753335
82191.xml -0.026110730392404816
53361.xml -0.026732798735519436
85997.xml -0.02709593906654739
19411.xml -0.029104536891159462
19420.xml -0.029759481846808253
26648.xml -0.03203651755591108
39907.xml -0.03347560789591583
