19417.xml 2.0015313791348532
23349.xml 1.9475357067125578
83267.xml 1.9242698433837435
78574.xml 1.9020076230813951
19408.xml 1.847059058063275
79565.xml 1.8098908674246
78572.xml 1.5521346395542044
75429.xml 1.5494162192029064
82908.xml 1.4729124839750853
75433.xml 1.4358115927917607
75431.xml 1.399540244876511
83868.xml 1.3977439029191032
64772.xml 1.2467221584958434
67327.xml 1.241218598706374
85535.xml 1.2321531884009862
80280.xml 1.214935859448424
78580.xml 1.1952506162830292
80283.xml 1.1577382622296115
39907.xml 0.9469817510980205
75435.xml 0.7085508470181245
19409.xml 0.5675619180832483
79548.xml 0.5144407640260816
83810.xml 0.5046475492510725
3148.xml 0.3808556212754244
50614.xml 0.34241844985228476
81462.xml 0.3320746117627186
19411.xml 0
19420.xml 0
19885.xml 0
23361.xml 0
26648.xml 0
53269.xml 0
53361.xml 0
54538.xml 0
6318.xml 0
64482.xml 0
76403.xml 0
76408.xml 0
76411.xml 0
78577.xml 0
78582.xml 0
79552.xml 0
80282.xml 0
80285.xml 0
80290.xml 0
81465.xml 0
82162.xml 0
82188.xml 0
82191.xml 0
85411.xml 0
85997.xml 0
